document_id,title,publish_date,session,authors,ctr,category,tags,views,depth,full_reads_percent
626ae2b19a7947a447de493bsToUEkPcQPa2r3v4CfHoTw,"['кабмин', 'внести', 'проект', 'упростить', 'выдача', 'внж', 'иностранный', 'итспециалист']",2022-04-28 19:09:16,sToUEkPcQPa2r3v4CfHoTw,"['5a8d11a39a7947c5e1550980','5bfd1d039a794755995093f8']",0.754,5409f11ce063da9c8b588a12,"['5409f298e063daa0f408b126', '542d2301cbb20f43acf1486e', '5512345b9a79470576f37ccc', '55928ba99a794751dc82e1e9', '5409f30fe063daa0f408b1f1']",2443,1.036,33.565
624082ec9a7947960a854ba3KVIAaemhT_eJ-CdEICCB9w,"['ск', 'расследовать', 'жестокий', 'обращение', 'российский', 'пленный', 'украина']",2022-03-27 16:02:00,KVIAaemhT_eJ-CdEICCB9w,[],0.0,5409f11ce063da9c8b588a12,"['54bcdb309a794736bb6412f1', '5409f3a4e063daa0f408b34f', '5409f15de063daa0f408ada8', '5409f414e063daa0f408b55e', '55abdafb9a79473677d818d4', '54cfc7e49a79479719452aa9']",93379,1.149,57.783
623c52bd9a79473bffe91438yolgtCOVT9S1IFjkSjR3yQ,"['институт', 'вэб', 'оценить', 'влияние', 'санкция', 'доход', 'россиянин']",2022-03-26 07:00:39,yolgtCOVT9S1IFjkSjR3yQ,['61fcf3d49a794754b3f9e39e'],3.01,5409f11ce063da9c8b588a13,"['5409f306e063daa0f408b1db', '559291019a794751dc8360f9', '542bc4a4cbb20f7dd040b517', '5409f294e063daa0f408b111', '5479a24fcbb20f3bc050403d']",125858,1.135,13.62
62721ba59a7947ee90f80763x9Z8v5dgSDykJ35eOhzDXQ,"['ретейлер', 'разрешить', 'покупать', 'иностранный', 'сеть', 'лимит', 'доля', 'рынок']",2022-05-04 08:44:02,x9Z8v5dgSDykJ35eOhzDXQ,['5a9fa2e39a79470cd086f61a'],0.0,540d5eafcbb20f2524fc0509,"['5409f1e0e063daa0f408af2e', '54b569ca9a7947b169a3b3c7', '5409f18be063daa0f408ae45', '5592ae289a794719538d3df1']",3327,1.066,27.442
6258acab9a7947ea83ad0990PDMM6sMuRbSwkL3HybrRFg,"['moodys', 'предрекать', 'россия', 'дефолт', 'невыплата', 'доллар', 'инвестор', 'май']",2022-04-14 23:56:00,PDMM6sMuRbSwkL3HybrRFg,['5e1ddee09a7947609de2f69b'],3.909,5409f11ce063da9c8b588a13,"['542c3a4dcbb20f752600abd0', '54601c22cbb20f10b7ca02e7', '559279af9a794733de001f76', '5592b2949a7947d291915918', '578490e49a79474c51627097']",16548,1.037,50.23
624873509a794745ebceff4cPzc2wKFGT9m-9eRyFCNb7A,"['роскомнадзор', 'сообщить', 'условие', 'youtube', 'грозить', 'ограничение']",2022-04-02 16:49:18,Pzc2wKFGT9m-9eRyFCNb7A,[],0.0,5433e5decbb20f277b20eca9,"['542580eacbb20f48618cb28b', '5409f41de063daa0f408b58a', '543e9ac9cbb20f2f475c02e6']",10867,1.14,37.195
6261f90a9a7947ca6d6d5089N2RvW8-GSl-vg_70oJaNlg,"['боррель', 'заявить', 'угроза', 'ес', 'наложить', 'вето', 'запрет', 'нефть', 'россия']",2022-04-22 00:53:35,N2RvW8-GSl-vg_70oJaNlg,['5f106dd79a7947e2d2c14f68'],6.47,5409f11ce063da9c8b588a12,"['5409f203e063daa0f408af72', '5409f15de063daa0f408ada9', '6022cc509a794709b1aaa7f1', '5409f16ae063daa0f408adda']",16088,1.031,25.286
6254081d9a7947bf05409777e3bvh1RkR9iv6b5fvHDflw,"['мишустина', 'объявить', 'план', 'создать', 'инженерный', 'школа', 'база', 'вуз']",2022-04-11 11:55:19,e3bvh1RkR9iv6b5fvHDflw,['619226fb9a7947e681606cc3'],0.0,5409f11ce063da9c8b588a12,"['554bee069a794702d9f66096', '5409f298e063daa0f408b126', '54321d3ecbb20f07083b3ba8']",2926,1.078,36.124
628fa85d9a7947dabe3b3e30oww3ipSCTyaQtB0DNf8o4A,"['эксперт', 'оценить', 'отток', 'итспециалист', 'конец', 'первый', 'полугодия']",2022-05-28 07:42:37,oww3ipSCTyaQtB0DNf8o4A,"['6115275e9a7947f605852bf7','6131f8eb9a794718ca935648']",4.553,540d5ecacbb20f2524fc050a,"['5409f3e8e063daa0f408b4a0', '59e7699d9a794784016da87d', '54f80ba69a7947200969dd41', '54548b50cbb20f18e295e70f', '5592b4459a7947de211fc91d']",17737,1.046,13.48
61f90f9f9a79476e05feadeeTtDQ80tLTe-zj4Kr4Gkkjw,"['ск', 'опубликовать', 'видео', 'поджог', 'квартира', 'московский', 'чертаново']",2022-02-01 11:17:59,TtDQ80tLTe-zj4Kr4Gkkjw,[],0.0,5433e5decbb20f277b20eca9,"['5409f3a4e063daa0f408b34f', '5409f15be063daa0f408ad93', '546f2caacbb20f8aec68b85a']",7866,1.187,39.245
625ece189a79473b9f034164LC_DRGGsT0SmcTgQUCghZg,"['the', 'sun', 'узнать', 'план', 'британие', 'передать', 'киева', 'самоходка', 'stormer']",2022-04-19 16:18:40,LC_DRGGsT0SmcTgQUCghZg,['5edf68259a79470758e7ab2d'],4.627,5409f11ce063da9c8b588a12,"['621a3d0c9a794728d449ae5e', '54d9ca719a7947cc127170f8', '5409f1afe063daa0f408aeb7']",4079,1.056,32.508
620a592a9a794708eec2604fodLSWNH2RHutOpwHyt4bgg,"['тасса', 'узнать', 'прощание', 'актриса', 'евгение', 'брик', 'пройти', 'лосанджелес']",2022-02-14 14:29:14,odLSWNH2RHutOpwHyt4bgg,[],0.0,5433e5decbb20f277b20eca9,"['620612589a7947419847082e', '5434dceecbb20ff0fc9131e4', '5444a9c5cbb20ffed561eecb', '54c335999a7947ca9a5a766e']",8300,1.157,48.675
61f9ba2e9a7947b3c6607299Ro8ZPlgmTg--R0TGxrUGeg,"['сша', 'сообщить', 'кожный', 'симптом', 'омикронштамма', 'covid']",2022-02-01 23:14:53,Ro8ZPlgmTg--R0TGxrUGeg,[],0.0,5433e5decbb20f277b20eca9,"['61a1fd729a794761d34b30b7', '543ea97ccbb20f6715111862']",18449,1.132,23.205
626e24099a79470bf59cd95eNWlkLo_3Rxy07xswWYR2Wg,"['спикер', 'палата', 'представитель', 'сша', 'встретиться', 'зеленский', 'киев']",2022-05-01 06:53:38,NWlkLo_3Rxy07xswWYR2Wg,[],0.0,5409f11ce063da9c8b588a12,"['5822bd669a794708d73bd977', '59e769ab9a794784016dbf12', '5426c60acbb20f76518c3e4c']",4519,1.084,34.277
6246e2859a79475a8b7383a419YTc_ClQNK_tW2G_QBlTg,"['басурин', 'рассказать', 'три', 'очаг', 'сопротивление', 'мариупол']",2022-04-01 11:46:47,19YTc_ClQNK_tW2G_QBlTg,['5a9fa2e39a79470cd086f61a'],4.964,5409f11ce063da9c8b588a12,"['543d3460cbb20f079e577c75', '5409f15de063daa0f408ada8', '58b6f4f29a79474561a7bc66', '5409f191e063daa0f408ae5c', '5571786e9a79477ee858d6d9', '621a3d0c9a794728d449ae5e']",70127,1.172,40.792
6291725b9a79476cc69666b7tDuEdnBARy2jAsIlyeyHMg,"['reuters', 'узнать', 'непростой', 'переговоры', 'турция', 'швеция', 'финляндия']",2022-05-28 00:54:40,tDuEdnBARy2jAsIlyeyHMg,[],0.0,5409f11ce063da9c8b588a12,"['5426a035cbb20f7903d4f89f', '5409f309e063daa0f408b1dd', '5409f270e063daa0f408b0a7', '5430f451cbb20f73931ecd05', '5409f196e063daa0f408ae65']",1148,1.04,44.077
624ed65d9a7947c11dd3c0100EqlfflVRPq09XOMIIuzkw,"['матвиенко', 'володина', 'внести', 'законопроект', 'этнокультурный', 'достояние']",2022-04-07 13:15:32,0EqlfflVRPq09XOMIIuzkw,['61309cc39a7947257ab1d378'],0.0,5409f11ce063da9c8b588a12,"['559295989a794751dc83bab0', '5497d4809a79470cb322614c', '54986c919a79474919ad01f4', '5409f30fe063daa0f408b1f1']",6039,1.143,30.022
625f707c9a7947668740f0e8IOhUQr5oSyiVGUdypF634g,"['бастрыкина', 'поручить', 'расследовать', 'обстрел', 'больница', 'харьковский', 'область']",2022-04-20 02:37:09,IOhUQr5oSyiVGUdypF634g,[],0.0,5409f11ce063da9c8b588a12,"['54bcdb309a794736bb6412f1', '5433fd8bcbb20ff8503c3769', '5409f3a4e063daa0f408b34f', '621a3d0c9a794728d449ae5e']",13821,1.06,43.021
62735b599a79475bafa42b65ryG5ZSw5TR-xs93RbIEO_w,"['премьер', 'япония', 'назвать', 'санкция', 'россия', 'абсолютно', 'неприемлемый']",2022-05-05 05:39:05,ryG5ZSw5TR-xs93RbIEO_w,[],0.0,5409f11ce063da9c8b588a12,"['5409f15ae063daa0f408ad8c', '593f894c9a7947a62b6c906c', '5409f294e063daa0f408b111']",26129,1.05,35.765
629359c89a79475238e4cadcXxwrGFUpQ_mLMCDDJ2Yigg,"['эрдоган', 'пообещать', 'искоренять', 'боевик', 'сирия', 'исключить', 'новый', 'операция']",2022-05-29 12:04:21,XxwrGFUpQ_mLMCDDJ2Yigg,['604f2c199a79478ec0029eae'],0.981,5409f11ce063da9c8b588a12,"['563388ca9a79475cce38995a', '5426a035cbb20f7903d4f89f', '5409f264e063daa0f408b09a', '54334117cbb20f7502092180']",1518,1.04,41.37
627475dc9a7947434d6ea6fahvM3zg9pQRW130cfzaOj_Q,"['сош', 'граничить', 'применение', 'вакцина', 'jj', 'covid', 'изза', 'риск', 'тромбоз']",2022-05-06 02:11:20,hvM3zg9pQRW130cfzaOj_Q,[],0.0,5433e5decbb20f277b20eca9,"['5e8ec7799a7947848604a99e', '542ab537cbb20f6dae167168', '60cc2b489a7947b296493579']",4948,1.07,51.718
620e46179a794704645eaa18c9EUGunySe6JWSk59m8c_w,"['глава', 'пентагон', 'заявить', 'приближение', 'российский', 'войска', 'порог', 'нато']",2022-02-17 13:34:28,c9EUGunySe6JWSk59m8c_w,[],0.0,5409f11ce063da9c8b588a12,"['542b3d10cbb20f47c07dcb55', '5459051ecbb20f3c97e62f04', '54dca6df9a794714bd831d87']",20654,1.099,30.44
625bb4cb9a79473bf9916dfa8kWp8sIkQcCsqT9VVtlZzQ,"['мидлион', 'фиксировать', 'рост', 'нарушение', 'мигрант']",2022-04-17 07:28:38,8kWp8sIkQcCsqT9VVtlZzQ,[],0.0,5433e5decbb20f277b20eca9,"['5409f19be063daa0f408ae78', '5409f3a0e063daa0f408b342', '542aa0aacbb20f78280ca60f']",3450,1.059,41.188
6275165e9a7947806734e7603Pmwk_ooSGOmKK6U8Ss4UQ,"['посольство', 'россия', 'заявить', 'снижение', 'случай', 'дискриминация', 'русский', 'фрг']",2022-05-13 04:30:44,3Pmwk_ooSGOmKK6U8Ss4UQ,['613b3f049a7947536026e824'],1.459,5409f11ce063da9c8b588a12,"['54942b699a79478f40715f48', '5409f200e063daa0f408af68', '58eba2c99a79471b6f587d4c', '621a3d0c9a794728d449ae5e']",6981,1.058,31.672
626c38d59a79471fc081116fKBd7hn9RSS-AHReGRrpbDw,"['рад', 'внести', 'проект', 'санкция', 'против', 'иерарх', 'рпц', 'патриарх', 'кирилл']",2022-04-29 20:15:36,KBd7hn9RSS-AHReGRrpbDw,['5a8d11a39a7947c5e1550980'],0.836,5409f11ce063da9c8b588a12,"['5a1866fc9a79475a04804f66', '549ab4fa9a79471822c49545', '5409f294e063daa0f408b111', '5409f1c3e063daa0f408aee7']",2729,1.038,37.889
61fb8f879a7947533b63b7bc3xeXMmCaQIWP6Htb8JOeGw,"['ржд', 'извиниться', 'пассажир', 'прийтись', 'прыгать', 'сугроб']",2022-02-03 09:02:43,3xeXMmCaQIWP6Htb8JOeGw,[],0.0,5433e5decbb20f277b20eca9,"['5409f3bae063daa0f408b3d4', '597390659a794723537982dc', '54dca6bb9a794714bd831bb8', '542828cecbb20f466cf7c94d']",16732,1.143,29.727
627c50519a7947d1b43c1c6co1BRKF6eR3C2oKJI_J0Npw,"['wp', 'узнать', 'разработка', 'сша', 'руководство', 'обмен', 'разведданные', 'украиная']",2022-05-12 00:26:41,o1BRKF6eR3C2oKJI_J0Npw,[],2.475,5409f11ce063da9c8b588a12,"['5409f19de063daa0f408ae86', '5409f15ee063daa0f408adb0', '5409f15de063daa0f408ada8', '621a3d0c9a794728d449ae5e']",15280,1.053,30.393
62010ba99a7947019dcff3d9w3UQQq34QVum45ss3TjPpw,"['путин', 'поздравить', 'российский', 'фигурист', 'золото', 'олимпиада']",2022-02-07 12:25:00,w3UQQq34QVum45ss3TjPpw,[],0.0,5433e5decbb20f277b20eca9,"['58abcf539a7947f18bc079eb', '542c454ecbb20f6099323d4a']",13317,1.175,42.495
624ee9c89a7947cafe42e235pSFoZ-_ZT8mgG5peAKBicg,"['швейцарий', 'заблокировать', 'российский', 'актив', 'миллиард']",2022-04-07 14:54:51,pSFoZ-_ZT8mgG5peAKBicg,['5b4c70ae9a79472e05ca3037'],0.0,5409f11ce063da9c8b588a18,"['5409f23ce063daa0f408b01a', '5409f140e063daa0f408ad1b', '5409f140e063daa0f408ad1d']",33209,1.207,48.231
623ed58c9a794735439196fflDBYui9pTtmxFGyjOaryOA,"['агутина', 'заявить', 'конфликт', 'украина', 'время', 'расставить', 'место']",2022-03-26 11:51:53,lDBYui9pTtmxFGyjOaryOA,[],7.493,5409f11ce063da9c8b588a12,"['542bd53dcbb20f3af2b429c3', '5409f15de063daa0f408ada8', '5409f29be063daa0f408b157', '623ef1269a79473b977a0f88']",85330,1.12,37.484
62891c339a79473cd1b5157bum2AXLHBR3ax5dZrWL5JXg,"['мэр', 'николаев', 'объяснить', 'демонтаж', 'памятник', 'пушкина', 'постамент']",2022-05-21 17:40:27,um2AXLHBR3ax5dZrWL5JXg,['5a8d11a39a7947c5e1550980'],4.766,5433e5decbb20f277b20eca9,"['559d21df9a7947b8b625a06d', '542854c9cbb20f3a94cbbc72', '58db86799a7947c49fd8045a']",13957,1.068,33.252
62403d179a7947863d0b5dffhQWGlfkNSi2xKvOoh2YNSg,"['вучич', 'ответить', 'требование', 'запад', 'ввести', 'санкция', 'против', 'россия']",2022-03-27 11:11:44,hQWGlfkNSi2xKvOoh2YNSg,['5f106dd79a7947e2d2c14f68'],7.62,5409f11ce063da9c8b588a12,"['5409f324e063daa0f408b211', '5409f3c0e063daa0f408b40b', '5409f294e063daa0f408b111']",367417,1.078,40.778
621a39ba9a79472784f029d4W0C9rIVqQZeHcWNy5g16hQ,"['место', 'украина', 'брать', 'контроль', 'российский', 'военный', 'карта']",2022-04-29 12:01:06,W0C9rIVqQZeHcWNy5g16hQ,[],9.304,5409f11ce063da9c8b588a12,"['5409f191e063daa0f408ae5c', '5409f1a2e063daa0f408ae94', '5409f15de063daa0f408ada8', '5409f140e063daa0f408ad1d', '621a3d0c9a794728d449ae5e']",68341,1.084,18.689
6274f2899a7947704a55460e82VQHvS-RtedQbL2w7pbgw,"['кремль', 'ответ', 'слово', 'лукашенко', 'заявить', 'плановый', 'ход', 'спецоперация']",2022-05-06 10:14:26,82VQHvS-RtedQbL2w7pbgw,"['54244e01cbb20f03076b236d','6130a7379a79472aeb4546e3']",4.873,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '5409f29be063daa0f408b157', '545b7e03cbb20fde98102a6b', '545caa9ecbb20f366651641e']",17465,1.035,16.181
625d8edf9a7947cdda8f1aaadnxOlt4FR2-doBpw6QAtZQ,"['украина', 'согласиться', 'создать', 'гуманитарный', 'группа', 'координация', 'россия']",2022-04-18 16:34:28,dnxOlt4FR2-doBpw6QAtZQ,['604f2c199a79478ec0029eae'],2.916,5409f11ce063da9c8b588a12,"['5409f1b7e063daa0f408aec4', '5409f140e063daa0f408ad1d', '58c324769a79470df6fea98b', '621a3d0c9a794728d449ae5e']",10767,1.052,32.005
620122569a79470c229f146bn6nrSpA9SMCsqlYZ7H13Kg,"['министр', 'призвать', 'вернуть', 'уволить', 'изза', 'стих', 'хармс', 'учительница']",2022-02-07 13:58:06,n6nrSpA9SMCsqlYZ7H13Kg,"['587f906a9a7947b089f8dd5a','54195a4fcbb20f219d7fa7dd']",4.015,5433e5decbb20f277b20eca9,"['5409f175e063daa0f408ae02', '58246e5a9a7947489fbb38ba', '5e1c5f109a794753505b7acb']",38327,1.129,34.002
62738bc99a794770c74f0f0dX1GeTNFUSJaN9yESQiyBOw,"['поклонский', 'сообщить', 'очередь', 'лекарство', 'херсонский', 'область']",2022-05-05 11:18:25,X1GeTNFUSJaN9yESQiyBOw,"['57f797ee9a7947a5681d187e','60b8f9c69a79473345febcbd']",2.693,5433e5decbb20f277b20eca9,"['549e9d9a9a7947ab4a7032e5', '5433603acbb20f6e5def0cc5', '543f859fcbb20f5878ef7436', '5493fec69a794789bf4cc40d', '5409f15de063daa0f408ada8']",10331,1.049,18.875
626d7aab9a79476ddd0ceafaDQXA9au-TFyCZ-yGKZgHIA,"['ск', 'показать', 'видео', 'задержание', 'житель', 'чит', 'брать', 'заложник', 'сын']",2022-04-30 18:28:20,DQXA9au-TFyCZ-yGKZgHIA,[],0.0,5433e5decbb20f277b20eca9,"['552b6d629a79471aafa49bd7', '552b8c5d9a7947275a46d688', '54481ab1cbb20f7e25a1e612', '5409f414e063daa0f408b55f']",996,1.079,34.739
6262545e9a7947e512eade62ZyKfUesYSwenWEbcqehXYw,"['wsj', 'узнать', 'рост', 'поставка', 'нефть', 'россия', 'неуказанный', 'пункт']",2022-04-22 09:01:30,ZyKfUesYSwenWEbcqehXYw,['5a9fa2e39a79470cd086f61a'],3.862,540d5eafcbb20f2524fc0509,"['5409f203e063daa0f408af72', '55e838889a794752b74278ae', '5409f250e063daa0f408b05d', '5409f294e063daa0f408b111', '5409f35de063daa0f408b273']",21698,1.055,30.072
627bca319a7947aa3cce0e54hs-uh3lfRoScS78uRRNu_w,"['кадыр', 'заявить', 'контроль', 'военный', 'факел', 'зари', 'мичуринец']",2022-05-11 15:21:07,hs-uh3lfRoScS78uRRNu_w,['5e1ddee09a7947609de2f69b'],3.1,5409f11ce063da9c8b588a12,"['5462352bcbb20f235c8efea8', '5409f1a2e063daa0f408ae94', '621a3d0c9a794728d449ae5e']",6435,1.074,29.044
624516f89a7947a16f214710C8Q9uBd7TyuKbcvz583_2g,"['белоруссия', 'ввести', 'лицензирование', 'экспортер', 'калийный', 'удобрение']",2022-03-31 03:20:53,C8Q9uBd7TyuKbcvz583_2g,[],0.0,5409f11ce063da9c8b588a13,"['542d1e28cbb20f862ac2c1f6', '545b68aecbb20f6e627e1555', '59e769a99a794784016dbc72', '55928da79a794751dc830f8d', '5409f23ce063daa0f408b01b']",21392,1.116,48.873
6253d0559a7947a25d5ff59dbWkQtBB5QHePJkLNcS8f5Q,"['крыма', 'сообщить', 'падение', 'обломок', 'беспилотник', 'жилой', 'дом']",2022-04-11 07:23:17,bWkQtBB5QHePJkLNcS8f5Q,['604f2c199a79478ec0029eae'],2.953,5409f11ce063da9c8b588a12,"['5441ec06cbb20f265fe01386', '5409f1e4e063daa0f408af3b', '621a3d0c9a794728d449ae5e', '547cab2ccbb20f10e6f78407']",3925,1.065,20.764
623c850f9a794759efda4096FzioCDEJRCGLr7e21yNAmQ,"['сош', 'сообщить', 'план', 'принять', 'тысяча', 'украинский', 'беженец']",2022-03-24 15:53:07,FzioCDEJRCGLr7e21yNAmQ,['5edf68259a79470758e7ab2d'],0.0,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '54266f90cbb20f90d7881129']",13968,1.151,46.8
62060c469a79473f285e8788TOkHE8peS4mnQfhVY6uETQ,"['собянин', 'заявить', 'пик', 'заболеваемость', 'омикрон', 'москва', 'пройти']",2022-02-11 07:15:01,TOkHE8peS4mnQfhVY6uETQ,['57f797ee9a7947a5681d187e'],1.405,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '5409f29ee063daa0f408b15b', '5440feebcbb20f9d2a870667']",31574,1.136,32.074
628edf479a79477f54f2f434UzGvcnT-SECxR5cfOu-NYg,"['twitter', 'платить', 'миллион', 'штраф', 'изза', 'разглашение', 'пользователь']",2022-05-26 02:50:38,UzGvcnT-SECxR5cfOu-NYg,['5edf68259a79470758e7ab2d'],0.622,540d5ecacbb20f2524fc050a,"['543446d0cbb20f158e77b4c6', '5427e1a6cbb20ff82f9c4e66', '55d56aca9a79476213ef3618', '54365e4bcbb20f044b83974d']",1985,1.065,27.003
626f30629a7947486faa0df9GtxcMc6-SEmAA_87fIzymQ,"['совфед', 'предложить', 'ввести', 'осаго', 'электросамокат', 'скутер']",2022-05-02 01:31:12,GtxcMc6-SEmAA_87fIzymQ,['60bf2f0f9a79475cc856c5a1'],0.807,5433e5decbb20f277b20eca9,"['5409f16be063daa0f408addd', '60b7a3d39a7947bbb34c54aa', '542a8a5acbb20feceb90d51c', '559290989a794751dc835804', '555db7bf9a7947518537964d', '598025419a794701e978488f']",3055,1.059,30.966
62466dea9a794728d4058619CieY3RFzQRWmjpZ2u47DxA,"['губернатор', 'сообщить', 'пожар', 'нефтебаза', 'белгород']",2022-04-01 03:16:56,CieY3RFzQRWmjpZ2u47DxA,['604f2c199a79478ec0029eae'],13.568,5409f11ce063da9c8b588a12,"['55686a349a7947102532e138', '54b3ea0a9a7947768fab5f0d', '559293bd9a794751dc8399d3', '5fb59f349a794750d2f066a4']",68360,1.234,35.742
6204a9609a794740292a76afNfdRPUP_QHWbrBk7ISgOEw,"['посол', 'россия', 'мешок', 'советовать', 'франция', 'учесть', 'ситуация', 'deutsche', 'welle']",2022-02-10 06:44:40,NfdRPUP_QHWbrBk7ISgOEw,[],0.0,5409f11ce063da9c8b588a12,"['55a8ea1a9a794756c5c3cc66', '5409f15ae063daa0f408ad8a', '5951eff19a7947a846aad6ed']",8525,1.118,32.258
6254cbef9a794709b55d8bcee1-FciTCSCS7cDwV5Diazg,"['ученый', 'обнаружить', 'новый', 'вариант', 'штамм', 'омикрон', 'бельгия']",2022-04-12 00:51:06,e1-FciTCSCS7cDwV5Diazg,[],0.0,5433e5decbb20f277b20eca9,"['54354834cbb20f14c07adfa8', '5577f72f9a7947f6177effbc', '5e8ec7799a7947848604a99e', '61a1fd729a794761d34b30b7']",3598,1.094,44.747
61feb7b69a7947e533bc8bdcWbOkF9kJT1-2ouN_u0KGnA,"['россиянин', 'рассказать', 'финансовый', 'подушка', 'спокойный', 'жизнь']",2022-02-06 05:43:27,WbOkF9kJT1-2ouN_u0KGnA,[],0.0,5409f11ce063da9c8b588a18,"['565864989a79475eedfb5447', '567a91c29a79479b130aaebb', '57ce9ef19a7947293704f13d']",12627,1.181,41.562
62745a929a794734de22820aRbDed09lRTiJ7ns13LzaNA,"['австрия', 'подтвердить', 'отказ', 'платить', 'российский', 'газ', 'рубль']",2022-05-05 23:33:56,RbDed09lRTiJ7ns13LzaNA,['604f2c199a79478ec0029eae'],4.004,5409f11ce063da9c8b588a12,"['5409f226e063daa0f408afd3', '542ebd48cbb20f49621bd9a0', '5409f294e063daa0f408b111']",8891,1.041,30.705
627df2999a794760b718f65e3Pmwk_ooSGOmKK6U8Ss4UQ,"['сервисный', 'центр', 'сообщить', 'дефицит', 'автомобильный', 'запчасть']",2022-05-13 06:57:28,3Pmwk_ooSGOmKK6U8Ss4UQ,['5e1ddee09a7947609de2f69b'],4.062,540d5eafcbb20f2524fc0509,"['57cd11cb9a794790eeaf58f5', '54975db49a7947faefd4fc1e', '5409f41be063daa0f408b57b']",8898,1.066,27.703
62724f5b9a79470811408607JV0-jYAGQHmeXrid_1Gn3A,"['москва', 'заработать', 'новый', 'условие', 'школьный', 'студенческий', 'проездной']",2022-05-04 10:20:57,JV0-jYAGQHmeXrid_1Gn3A,[],0.0,5433e5decbb20f277b20eca9,"['5409f15be063daa0f408ad93', '54dca6bb9a794714bd831bb1', '546cb539cbb20f1faadb28d5', '544f64ebcbb20f3bc72f162e', '5430af9dcbb20f6947b8eba7', '54308555cbb20f14166133c3', '5592ad5f9a794719538d3747', '5409f1e0e063daa0f408af34', '54808294cbb20fa3ce0d33c2']",7149,1.087,35.152
629265d09a79471dbc1e13bam60kEDisT1a7hfK8o6gAbQ,"['техас', 'расследовать', 'задержка', 'действие', 'полиция', 'время', 'стрельба', 'школа']",2022-05-28 18:44:16,m60kEDisT1a7hfK8o6gAbQ,['60fa94ed9a7947b7152c986a'],0.0,5433e5decbb20f277b20eca9,"['542cb3e6cbb20fdc9b064ee8', '5428324dcbb20f2cd90fafc1', '5409f1a1e063daa0f408ae92', '5409f237e063daa0f408b000']",1746,1.062,36.827
626cdb2a9a794743d80897467ZWGlFA_QOufr-ND0xWhlA,"['мурашко', 'исключить', 'новый', 'волна', 'коронавирус', 'россия', 'июнь']",2022-04-30 06:51:54,7ZWGlFA_QOufr-ND0xWhlA,[],0.971,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '5e8e61bc9a794761bd552bf9', '55928ef59a794751dc83305a']",2847,1.047,40.358
62502fa99a79474477f47bac5ZqxzoFRSMKeIy2FDdlMqg,"['жириновский', 'хоронить', 'новодевичий', 'кладбище', 'москва']",2022-04-08 13:07:12,5ZqxzoFRSMKeIy2FDdlMqg,['61309cc39a7947257ab1d378'],3.017,5409f11ce063da9c8b588a12,"['546c644dcbb20feb6e4c2cb9', '5444a9c5cbb20ffed561eecb']",22582,1.138,49.677
6242ef3a9a794767ea0dfba2DttihqtPS-iHmHKVEZbVNg,"['украина', 'предложить', 'переговоры', 'новый', 'система', 'гарантия', 'безопасность']",2022-03-29 11:45:52,DttihqtPS-iHmHKVEZbVNg,['604f2c199a79478ec0029eae'],6.045,5409f11ce063da9c8b588a12,"['621a3d0c9a794728d449ae5e', '61c4adf49a794711387ad6ed', '5409f309e063daa0f408b1dd']",298261,1.132,38.703
624b74929a79471d5456a748blCl0EPQRqKuwODEriDRog,"['ркн', 'требовать', 'википедия', 'удалить', 'пять', 'статья', 'операция', 'украина']",2022-04-04 23:49:59,blCl0EPQRqKuwODEriDRog,"['5e4663219a794736af922488','5da7289e9a7947302a3ab566']",1.332,540d5ecacbb20f2524fc050a,"['5592a9189a794719538d05d1', '542580eacbb20f48618cb28b', '5409f384e063daa0f408b2c2', '543e9ac9cbb20f2f475c02e6']",14914,1.146,29.717
62802cd29a79477fb5c43bf0hapaHp8PRbOmVNwcHPfJgA,"['известный', 'дата', 'прощание', 'похороны', 'певец', 'ренат', 'ибрагимов']",2022-05-14 22:33:22,hapaHp8PRbOmVNwcHPfJgA,[],0.0,5433e5decbb20f277b20eca9,"['55439a169a7947668ec67fe0', '5434dceecbb20ff0fc9131e4', '5444a9c5cbb20ffed561eecb', '627fec009a79477295884aba']",2786,1.056,45.8
6293119a9a7947427455da9atN0_cnlBQ46y_cS6izQilw,"['observer', 'рассказать', 'бизнесмен', 'скрывать', 'яхта', 'избежание', 'арест']",2022-05-29 11:16:28,tN0_cnlBQ46y_cS6izQilw,['5bfd1d039a794755995093f8'],4.784,5409f11ce063da9c8b588a12,"['5592a85f9a794719538cffcc', '549458ea9a794798759a326b', '5409f294e063daa0f408b111', '567298409a7947013a60397c', '5549cdcd9a79476557dd0c13', '5435597acbb20fe010d5063f', '549d80b59a794784813dc9eb']",8318,1.051,31.173
62463b909a79471c754c7be5knSZPkaGTLuM3sR_tEt5ug,"['лондон', 'отказаться', 'наращивать', 'число', 'ядерный', 'боеголовка', 'изза', 'украина']",2022-04-01 00:01:59,knSZPkaGTLuM3sR_tEt5ug,['604f2c199a79478ec0029eae'],1.825,5409f11ce063da9c8b588a12,"['5409f1afe063daa0f408aeb7', '542e04b5cbb20f1f21570cba', '621a3d0c9a794728d449ae5e']",12760,1.169,38.934
